date,region,boss_id,boss_name,difficulty,participants,attempts,clears
2024-09-24,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,5108,9032,955
2024-09-25,KR,BOSS002,Crossover Demon Lord,NORMAL,12898,16866,9965
2024-09-25,KR,BOSS002,Crossover Demon Lord,HARD,6675,11708,3023
2024-09-25,KR,BOSS002,Crossover Demon Lord,NIGHTMARE,1944,3305,356
2024-09-25,JP,BOSS002,Crossover Demon Lord,NORMAL,9608,13259,7595
2024-09-25,JP,BOSS002,Crossover Demon Lord,HARD,4949,8201,2352
2024-09-25,JP,BOSS002,Crossover Demon Lord,NIGHTMARE,1838,3331,295
2024-09-25,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NORMAL,23937,33646,19522
2024-09-25,GLOBAL_WEST,BOSS002,Crossover Demon Lord,HARD,12681,22682,5880
2024-09-25,GLOBAL_WEST,BOSS002,Crossover Demon Lord,NIGHTMARE,4734,8437,888
2025-01-08,KR,BOSS003,Anniversary Ancient One,NORMAL,8988,12362,6943
2025-01-08,KR,BOSS003,Anniversary Ancient One,HARD,4746,8661,2218
2025-01-08,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2127,3630,408
2025-01-08,JP,BOSS003,Anniversary Ancient One,NORMAL,7622,10223,6223
2025-01-08,JP,BOSS003,Anniversary Ancient One,HARD,3783,6900,1776
2025-01-08,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1603,2860,286
2025-01-08,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,15530,20245,12264
2025-01-08,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,7830,13918,3867
2025-01-08,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,3406,5918,589
2025-01-09,KR,BOSS003,Anniversary Ancient One,NORMAL,9412,12596,7391
2025-01-09,KR,BOSS003,Anniversary Ancient One,HARD,4477,7826,2197
2025-01-09,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2043,3532,315
2025-01-09,JP,BOSS003,Anniversary Ancient One,NORMAL,7744,10097,5857
2025-01-09,JP,BOSS003,Anniversary Ancient One,HARD,3611,6391,1669
2025-01-09,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1670,2863,310
2025-01-09,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,16701,21455,13235
2025-01-09,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,8251,14737,3848
2025-01-09,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,2991,5281,566
2025-01-10,KR,BOSS003,Anniversary Ancient One,NORMAL,9536,13143,7704
2025-01-10,KR,BOSS003,Anniversary Ancient One,HARD,4993,8745,2379
2025-01-10,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,1537,2849,219
2025-01-10,JP,BOSS003,Anniversary Ancient One,NORMAL,7996,10927,6366
2025-01-10,JP,BOSS003,Anniversary Ancient One,HARD,3663,6477,1801
2025-01-10,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1290,2251,235
2025-01-10,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,16354,20846,13356
2025-01-10,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,8246,14120,4069
2025-01-10,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,3755,6696,717
2025-01-11,KR,BOSS003,Anniversary Ancient One,NORMAL,9974,13341,7717
2025-01-11,KR,BOSS003,Anniversary Ancient One,HARD,4991,8731,2312
2025-01-11,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,1853,3238,299
2025-01-11,JP,BOSS003,Anniversary Ancient One,NORMAL,8323,11648,6572
2025-01-11,JP,BOSS003,Anniversary Ancient One,HARD,4055,7296,2044
2025-01-11,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1760,3108,373
2025-01-11,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,17110,22489,13125
2025-01-11,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,9065,16107,4481
2025-01-11,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,3417,5899,644
2025-01-12,KR,BOSS003,Anniversary Ancient One,NORMAL,10042,13872,7858
2025-01-12,KR,BOSS003,Anniversary Ancient One,HARD,5011,8338,2394
2025-01-12,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,1688,3069,318
2025-01-12,JP,BOSS003,Anniversary Ancient One,NORMAL,8188,11254,6351
2025-01-12,JP,BOSS003,Anniversary Ancient One,HARD,4026,7120,1731
2025-01-12,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1530,2625,256
2025-01-12,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,17841,25502,14623
2025-01-12,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,8821,15276,4363
2025-01-12,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,3168,5825,516
2025-01-13,KR,BOSS003,Anniversary Ancient One,NORMAL,10228,14550,8036
2025-01-13,KR,BOSS003,Anniversary Ancient One,HARD,5161,8959,2519
2025-01-13,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2114,3541,394
2025-01-13,JP,BOSS003,Anniversary Ancient One,NORMAL,8464,11615,6870
2025-01-13,JP,BOSS003,Anniversary Ancient One,HARD,4265,7304,1935
2025-01-13,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1578,2700,313
2025-01-13,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,17619,22264,13029
2025-01-13,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,8615,15018,3506
2025-01-13,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,3873,6445,628
2025-01-14,KR,BOSS003,Anniversary Ancient One,NORMAL,11081,15299,9034
2025-01-14,KR,BOSS003,Anniversary Ancient One,HARD,5353,8873,2508
2025-01-14,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2340,4148,369
2025-01-14,JP,BOSS003,Anniversary Ancient One,NORMAL,8322,11270,6527
2025-01-14,JP,BOSS003,Anniversary Ancient One,HARD,4264,7716,2001
2025-01-14,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1766,3013,291
2025-01-14,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,18722,25488,14661
2025-01-14,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,8892,15666,4363
2025-01-14,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,3333,5838,550
2025-01-15,KR,BOSS003,Anniversary Ancient One,NORMAL,11145,15130,8479
2025-01-15,KR,BOSS003,Anniversary Ancient One,HARD,5315,9438,2357
2025-01-15,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2510,4501,446
2025-01-15,JP,BOSS003,Anniversary Ancient One,NORMAL,8717,11018,7035
2025-01-15,JP,BOSS003,Anniversary Ancient One,HARD,4141,7230,1822
2025-01-15,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1565,2783,216
2025-01-15,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,19383,26072,15078
2025-01-15,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,9145,16279,3929
2025-01-15,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,3974,6737,863
2025-01-16,KR,BOSS003,Anniversary Ancient One,NORMAL,11049,15262,8845
2025-01-16,KR,BOSS003,Anniversary Ancient One,HARD,5207,9147,2557
2025-01-16,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2288,3990,417
2025-01-16,JP,BOSS003,Anniversary Ancient One,NORMAL,8468,11018,6650
2025-01-16,JP,BOSS003,Anniversary Ancient One,HARD,4400,8031,1887
2025-01-16,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1634,2838,310
2025-01-16,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,19290,26774,14890
2025-01-16,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,9857,16415,4636
2025-01-16,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,4079,7321,787
2025-01-17,KR,BOSS003,Anniversary Ancient One,NORMAL,11869,16336,9146
2025-01-17,KR,BOSS003,Anniversary Ancient One,HARD,5908,10298,2662
2025-01-17,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2401,4138,472
2025-01-17,JP,BOSS003,Anniversary Ancient One,NORMAL,8680,11159,6551
2025-01-17,JP,BOSS003,Anniversary Ancient One,HARD,4411,7328,1897
2025-01-17,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1815,3109,370
2025-01-17,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,19733,28522,15876
2025-01-17,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,9363,15547,4072
2025-01-17,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,3838,6961,737
2025-01-18,KR,BOSS003,Anniversary Ancient One,NORMAL,11637,15861,9317
2025-01-18,KR,BOSS003,Anniversary Ancient One,HARD,6341,11100,2896
2025-01-18,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,1974,3515,364
2025-01-18,JP,BOSS003,Anniversary Ancient One,NORMAL,9098,12547,7146
2025-01-18,JP,BOSS003,Anniversary Ancient One,HARD,4485,8055,2139
2025-01-18,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1698,2891,325
2025-01-18,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,20593,26728,15794
2025-01-18,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,9540,16340,4626
2025-01-18,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,3408,5913,613
2025-01-19,KR,BOSS003,Anniversary Ancient One,NORMAL,12179,17152,9531
2025-01-19,KR,BOSS003,Anniversary Ancient One,HARD,5978,10808,2804
2025-01-19,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,1872,3237,302
2025-01-19,JP,BOSS003,Anniversary Ancient One,NORMAL,9246,12790,7260
2025-01-19,JP,BOSS003,Anniversary Ancient One,HARD,4561,8376,2105
2025-01-19,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1740,3110,274
2025-01-19,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,21016,28517,16715
2025-01-19,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,9993,17521,4909
2025-01-19,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,4491,7995,1029
2025-01-20,KR,BOSS003,Anniversary Ancient One,NORMAL,12150,16549,9985
2025-01-20,KR,BOSS003,Anniversary Ancient One,HARD,6219,10919,2758
2025-01-20,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2340,4120,487
2025-01-20,JP,BOSS003,Anniversary Ancient One,NORMAL,8922,11447,6674
2025-01-20,JP,BOSS003,Anniversary Ancient One,HARD,4622,7997,2207
2025-01-20,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1888,3310,369
2025-01-20,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,21470,28816,17364
2025-01-20,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,10971,19553,5066
2025-01-20,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,3434,5846,813
2025-01-21,KR,BOSS003,Anniversary Ancient One,NORMAL,12831,16246,10458
2025-01-21,KR,BOSS003,Anniversary Ancient One,HARD,6135,10540,2629
2025-01-21,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2537,4443,434
2025-01-21,JP,BOSS003,Anniversary Ancient One,NORMAL,9117,12575,6895
2025-01-21,JP,BOSS003,Anniversary Ancient One,HARD,4924,8449,2255
2025-01-21,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1963,3567,408
2025-01-21,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,21469,29052,17544
2025-01-21,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,10989,19865,4894
2025-01-21,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,4216,7349,873
2025-01-22,KR,BOSS003,Anniversary Ancient One,NORMAL,13061,17114,10088
2025-01-22,KR,BOSS003,Anniversary Ancient One,HARD,6612,11706,3017
2025-01-22,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2510,4351,496
2025-01-22,JP,BOSS003,Anniversary Ancient One,NORMAL,9345,12495,7416
2025-01-22,JP,BOSS003,Anniversary Ancient One,HARD,4704,8097,2113
2025-01-22,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1989,3444,384
2025-01-22,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,22204,30785,16688
2025-01-22,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,11101,20304,5503
2025-01-22,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,4532,7658,944
2025-01-23,KR,BOSS003,Anniversary Ancient One,NORMAL,13160,17529,10248
2025-01-23,KR,BOSS003,Anniversary Ancient One,HARD,6388,10818,2937
2025-01-23,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2523,4636,472
2025-01-23,JP,BOSS003,Anniversary Ancient One,NORMAL,9238,12599,7343
2025-01-23,JP,BOSS003,Anniversary Ancient One,HARD,5033,8805,2177
2025-01-23,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,2271,4018,461
2025-01-23,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,22565,30574,17932
2025-01-23,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,10985,19712,5057
2025-01-23,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,4420,7594,780
2025-01-24,KR,BOSS003,Anniversary Ancient One,NORMAL,13275,17567,9923
2025-01-24,KR,BOSS003,Anniversary Ancient One,HARD,6486,11194,2966
2025-01-24,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2605,4422,499
2025-01-24,JP,BOSS003,Anniversary Ancient One,NORMAL,9455,13089,7147
2025-01-24,JP,BOSS003,Anniversary Ancient One,HARD,4678,8054,2172
2025-01-24,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,2140,3779,315
2025-01-24,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,23052,29831,17895
2025-01-24,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,11668,20980,5676
2025-01-24,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,4511,7659,1033
2025-01-25,KR,BOSS003,Anniversary Ancient One,NORMAL,13629,18319,10860
2025-01-25,KR,BOSS003,Anniversary Ancient One,HARD,7192,12994,3815
2025-01-25,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2457,4376,387
2025-01-25,JP,BOSS003,Anniversary Ancient One,NORMAL,9627,12468,7494
2025-01-25,JP,BOSS003,Anniversary Ancient One,HARD,4466,7640,1857
2025-01-25,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,2052,3672,411
2025-01-25,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,23048,31005,16961
2025-01-25,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,11142,19627,5385
2025-01-25,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,4896,8668,961
2025-01-26,KR,BOSS003,Anniversary Ancient One,NORMAL,14167,18852,10838
2025-01-26,KR,BOSS003,Anniversary Ancient One,HARD,6768,11929,3311
2025-01-26,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2336,4049,492
2025-01-26,JP,BOSS003,Anniversary Ancient One,NORMAL,9541,12953,7439
2025-01-26,JP,BOSS003,Anniversary Ancient One,HARD,5135,8748,2287
2025-01-26,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1842,3236,344
2025-01-26,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,24046,32035,19188
2025-01-26,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,10956,19699,5353
2025-01-26,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,5458,9018,976
2025-01-27,KR,BOSS003,Anniversary Ancient One,NORMAL,13868,18252,11140
2025-01-27,KR,BOSS003,Anniversary Ancient One,HARD,7553,13356,3525
2025-01-27,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2584,4547,459
2025-01-27,JP,BOSS003,Anniversary Ancient One,NORMAL,9984,13513,7948
2025-01-27,JP,BOSS003,Anniversary Ancient One,HARD,4968,8705,2548
2025-01-27,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1601,2837,315
2025-01-27,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,23764,32237,18387
2025-01-27,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,12459,21601,5553
2025-01-27,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,4589,8019,754
2025-01-28,KR,BOSS003,Anniversary Ancient One,NORMAL,14528,18937,11202
2025-01-28,KR,BOSS003,Anniversary Ancient One,HARD,7172,12186,3465
2025-01-28,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,3347,6005,582
2025-01-28,JP,BOSS003,Anniversary Ancient One,NORMAL,9557,12970,7574
2025-01-28,JP,BOSS003,Anniversary Ancient One,HARD,4779,8000,2498
2025-01-28,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,1955,3385,266
2025-01-28,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,24254,32929,18014
2025-01-28,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,12036,21105,5856
2025-01-28,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,6069,10674,939
2025-01-29,KR,BOSS003,Anniversary Ancient One,NORMAL,14652,19926,11390
2025-01-29,KR,BOSS003,Anniversary Ancient One,HARD,7422,13522,3495
2025-01-29,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2757,4773,437
2025-01-29,JP,BOSS003,Anniversary Ancient One,NORMAL,10353,14362,8001
2025-01-29,JP,BOSS003,Anniversary Ancient One,HARD,4853,8329,2292
2025-01-29,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,2042,3535,347
2025-01-29,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,24448,33989,19880
2025-01-29,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,11940,21302,5429
2025-01-29,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,5668,9809,1173
2025-01-30,KR,BOSS003,Anniversary Ancient One,NORMAL,15248,20079,12515
2025-01-30,KR,BOSS003,Anniversary Ancient One,HARD,7507,12870,3446
2025-01-30,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2969,4908,722
2025-01-30,JP,BOSS003,Anniversary Ancient One,NORMAL,9981,13007,7510
2025-01-30,JP,BOSS003,Anniversary Ancient One,HARD,5077,8678,2309
2025-01-30,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,2276,4006,491
2025-01-30,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,25163,31749,20101
2025-01-30,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,12283,22039,5747
2025-01-30,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,4885,8756,898
2025-01-31,KR,BOSS003,Anniversary Ancient One,NORMAL,14777,19625,11367
2025-01-31,KR,BOSS003,Anniversary Ancient One,HARD,7430,12836,3556
2025-01-31,KR,BOSS003,Anniversary Ancient One,NIGHTMARE,2984,5301,636
2025-01-31,JP,BOSS003,Anniversary Ancient One,NORMAL,10355,13883,8453
2025-01-31,JP,BOSS003,Anniversary Ancient One,HARD,4867,8458,2299
2025-01-31,JP,BOSS003,Anniversary Ancient One,NIGHTMARE,2124,3712,359
2025-01-31,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NORMAL,26112,36790,19852
2025-01-31,GLOBAL_WEST,BOSS003,Anniversary Ancient One,HARD,13115,22530,6721
2025-01-31,GLOBAL_WEST,BOSS003,Anniversary Ancient One,NIGHTMARE,5752,10017,1380
2025-07-09,KR,BOSS004,Astra Void Beast,NORMAL,4116,5694,3071
2025-07-09,KR,BOSS004,Astra Void Beast,HARD,2116,3515,960
2025-07-09,KR,BOSS004,Astra Void Beast,NIGHTMARE,962,1709,241
2025-07-09,JP,BOSS004,Astra Void Beast,NORMAL,4465,5947,3447
2025-07-09,JP,BOSS004,Astra Void Beast,HARD,2332,4132,1080
2025-07-09,JP,BOSS004,Astra Void Beast,NIGHTMARE,881,1594,182
2025-07-09,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,7244,9762,5303
2025-07-09,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,3454,6117,1520
2025-07-09,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1519,2623,280
2025-07-10,KR,BOSS004,Astra Void Beast,NORMAL,4164,5703,3195
2025-07-10,KR,BOSS004,Astra Void Beast,HARD,2214,3895,1127
2025-07-10,KR,BOSS004,Astra Void Beast,NIGHTMARE,908,1608,154
2025-07-10,JP,BOSS004,Astra Void Beast,NORMAL,4430,5885,3424
2025-07-10,JP,BOSS004,Astra Void Beast,HARD,2126,3851,1018
2025-07-10,JP,BOSS004,Astra Void Beast,NIGHTMARE,964,1699,188
2025-07-10,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,7195,9850,5294
2025-07-10,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,3384,6032,1532
2025-07-10,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1536,2825,287
2025-07-11,KR,BOSS004,Astra Void Beast,NORMAL,4234,5810,3402
2025-07-11,KR,BOSS004,Astra Void Beast,HARD,2158,3860,1028
2025-07-11,KR,BOSS004,Astra Void Beast,NIGHTMARE,970,1717,190
2025-07-11,JP,BOSS004,Astra Void Beast,NORMAL,4351,6360,3490
2025-07-11,JP,BOSS004,Astra Void Beast,HARD,2127,3899,1025
2025-07-11,JP,BOSS004,Astra Void Beast,NIGHTMARE,1095,1896,188
2025-07-11,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,7563,9954,5838
2025-07-11,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,3567,6412,1877
2025-07-11,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1803,3222,293
2025-07-12,KR,BOSS004,Astra Void Beast,NORMAL,4317,6048,3224
2025-07-12,KR,BOSS004,Astra Void Beast,HARD,2233,4084,1121
2025-07-12,KR,BOSS004,Astra Void Beast,NIGHTMARE,886,1510,137
2025-07-12,JP,BOSS004,Astra Void Beast,NORMAL,4596,6026,3782
2025-07-12,JP,BOSS004,Astra Void Beast,HARD,2368,4080,1082
2025-07-12,JP,BOSS004,Astra Void Beast,NIGHTMARE,942,1735,173
2025-07-12,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,7522,9860,5943
2025-07-12,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,3845,6517,1830
2025-07-12,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1521,2670,242
2025-07-13,KR,BOSS004,Astra Void Beast,NORMAL,4535,6186,3441
2025-07-13,KR,BOSS004,Astra Void Beast,HARD,2384,4173,1066
2025-07-13,KR,BOSS004,Astra Void Beast,NIGHTMARE,937,1637,208
2025-07-13,JP,BOSS004,Astra Void Beast,NORMAL,4676,6050,3519
2025-07-13,JP,BOSS004,Astra Void Beast,HARD,2109,3806,966
2025-07-13,JP,BOSS004,Astra Void Beast,NIGHTMARE,935,1596,171
2025-07-13,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,7535,10032,5911
2025-07-13,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,3771,6941,1683
2025-07-13,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1748,3174,303
2025-07-14,KR,BOSS004,Astra Void Beast,NORMAL,4459,6114,3526
2025-07-14,KR,BOSS004,Astra Void Beast,HARD,2255,4090,1055
2025-07-14,KR,BOSS004,Astra Void Beast,NIGHTMARE,884,1555,170
2025-07-14,JP,BOSS004,Astra Void Beast,NORMAL,4662,6557,3685
2025-07-14,JP,BOSS004,Astra Void Beast,HARD,2227,3973,1089
2025-07-14,JP,BOSS004,Astra Void Beast,NIGHTMARE,834,1437,186
2025-07-14,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,8206,10934,6536
2025-07-14,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4159,7287,1908
2025-07-14,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1639,2816,275
2025-07-15,KR,BOSS004,Astra Void Beast,NORMAL,4790,6591,3621
2025-07-15,KR,BOSS004,Astra Void Beast,HARD,2479,4391,1116
2025-07-15,KR,BOSS004,Astra Void Beast,NIGHTMARE,991,1697,166
2025-07-15,JP,BOSS004,Astra Void Beast,NORMAL,4510,6127,3570
2025-07-15,JP,BOSS004,Astra Void Beast,HARD,2258,3921,1006
2025-07-15,JP,BOSS004,Astra Void Beast,NIGHTMARE,913,1559,153
2025-07-15,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,8106,11134,6137
2025-07-15,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,3828,6599,1820
2025-07-15,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1877,3298,372
2025-07-16,KR,BOSS004,Astra Void Beast,NORMAL,4698,6450,3736
2025-07-16,KR,BOSS004,Astra Void Beast,HARD,2341,3993,1104
2025-07-16,KR,BOSS004,Astra Void Beast,NIGHTMARE,1090,1853,159
2025-07-16,JP,BOSS004,Astra Void Beast,NORMAL,4619,6112,3523
2025-07-16,JP,BOSS004,Astra Void Beast,HARD,2207,3824,943
2025-07-16,JP,BOSS004,Astra Void Beast,NIGHTMARE,900,1557,177
2025-07-16,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,7884,10615,6275
2025-07-16,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4021,6897,1883
2025-07-16,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1346,2400,211
2025-07-17,KR,BOSS004,Astra Void Beast,NORMAL,4873,6709,3787
2025-07-17,KR,BOSS004,Astra Void Beast,HARD,2327,4232,1111
2025-07-17,KR,BOSS004,Astra Void Beast,NIGHTMARE,923,1572,150
2025-07-17,JP,BOSS004,Astra Void Beast,NORMAL,4722,6107,3815
2025-07-17,JP,BOSS004,Astra Void Beast,HARD,2188,3843,1055
2025-07-17,JP,BOSS004,Astra Void Beast,NIGHTMARE,1005,1701,175
2025-07-17,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,8495,11336,6230
2025-07-17,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,3426,5902,1572
2025-07-17,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1333,2372,249
2025-07-18,KR,BOSS004,Astra Void Beast,NORMAL,4861,6595,3953
2025-07-18,KR,BOSS004,Astra Void Beast,HARD,2495,4297,1146
2025-07-18,KR,BOSS004,Astra Void Beast,NIGHTMARE,942,1659,186
2025-07-18,JP,BOSS004,Astra Void Beast,NORMAL,4738,6235,3614
2025-07-18,JP,BOSS004,Astra Void Beast,HARD,2511,4357,1188
2025-07-18,JP,BOSS004,Astra Void Beast,NIGHTMARE,1099,1866,269
2025-07-18,GLOBAL_WEST,BOSS004,Astra Void Beast,NORMAL,8309,11162,6951
2025-07-18,GLOBAL_WEST,BOSS004,Astra Void Beast,HARD,4015,6901,1897
2025-07-18,GLOBAL_WEST,BOSS004,Astra Void Beast,NIGHTMARE,1305,2283,231
2025-07-19,KR,BOSS004,Astra Void Beast,NORMAL,4905,6570,4036
