date,region,product_id,purchasers,units_sold,gross_revenue_usd
2024-06-18,GLOBAL_WEST,P002,223,238,1187.62
2024-06-18,GLOBAL_WEST,P003,232,244,3657.56
2024-06-18,GLOBAL_WEST,P005,295,314,2508.86
2024-06-18,GLOBAL_WEST,P006,108,115,2873.85
2024-06-18,GLOBAL_WEST,P007,175,176,1758.24
2024-06-18,GLOBAL_WEST,P009,0,0,0.0
2024-06-18,GLOBAL_WEST,P010,127,136,678.64
2024-06-18,GLOBAL_WEST,P011,108,121,2418.79
2024-06-18,GLOBAL_WEST,P012,0,0,0.0
2024-06-19,KR,P001,282,302,298.98
2024-06-19,KR,P002,135,147,733.53
2024-06-19,KR,P003,112,126,1888.74
2024-06-19,KR,P005,180,203,1621.97
2024-06-19,KR,P006,87,95,2374.05
2024-06-19,KR,P007,85,92,919.08
2024-06-19,KR,P009,0,0,0.0
2024-06-19,KR,P010,82,84,419.16
2024-06-19,KR,P011,63,65,1299.35
2024-06-19,KR,P012,10,10,799.9
2024-06-19,JP,P001,281,312,308.88
2024-06-19,JP,P002,148,165,823.35
2024-06-19,JP,P003,145,153,2293.47
2024-06-19,JP,P005,170,171,1366.29
2024-06-19,JP,P006,87,92,2299.08
2024-06-19,JP,P007,126,135,1348.65
2024-06-19,JP,P009,0,0,0.0
2024-06-19,JP,P010,90,96,479.04
2024-06-19,JP,P011,45,47,939.53
2024-06-19,JP,P012,22,24,1919.76
2024-06-19,GLOBAL_WEST,P001,453,475,470.25
2024-06-19,GLOBAL_WEST,P002,231,237,1182.63
2024-06-19,GLOBAL_WEST,P003,219,238,3567.62
2024-06-19,GLOBAL_WEST,P005,247,261,2085.39
2024-06-19,GLOBAL_WEST,P006,168,176,4398.24
2024-06-19,GLOBAL_WEST,P007,183,199,1988.01
2024-06-19,GLOBAL_WEST,P009,0,0,0.0
2024-06-19,GLOBAL_WEST,P010,125,132,658.68
2024-06-19,GLOBAL_WEST,P011,82,87,1739.13
2024-06-19,GLOBAL_WEST,P012,39,41,3279.59
2024-06-20,KR,P001,292,315,311.85
2024-06-20,KR,P002,142,155,773.45
2024-06-20,KR,P003,158,163,2443.37
2024-06-20,KR,P005,172,189,1510.11
2024-06-20,KR,P006,82,95,2374.05
2024-06-20,KR,P007,100,102,1018.98
2024-06-20,KR,P009,0,0,0.0
2024-06-20,KR,P010,81,84,419.16
2024-06-20,KR,P011,68,69,1379.31
2024-06-20,KR,P012,0,0,0.0
2024-06-20,JP,P001,299,324,320.76
2024-06-20,JP,P002,140,155,773.45
2024-06-20,JP,P003,148,156,2338.44
2024-06-20,JP,P005,172,195,1558.05
2024-06-20,JP,P006,100,110,2748.9
2024-06-20,JP,P007,100,113,1128.87
2024-06-20,JP,P009,0,0,0.0
2024-06-20,JP,P010,96,100,499.0
2024-06-20,JP,P011,34,37,739.63
2024-06-20,JP,P012,9,10,799.9
2024-06-20,GLOBAL_WEST,P001,442,482,477.18
2024-06-20,GLOBAL_WEST,P002,228,243,1212.57
2024-06-20,GLOBAL_WEST,P003,260,291,4362.09
2024-06-20,GLOBAL_WEST,P005,213,230,1837.7
2024-06-20,GLOBAL_WEST,P006,147,158,3948.42
2024-06-20,GLOBAL_WEST,P007,149,160,1598.4
2024-06-20,GLOBAL_WEST,P009,0,0,0.0
2024-06-20,GLOBAL_WEST,P010,170,184,918.16
2024-06-20,GLOBAL_WEST,P011,70,74,1479.26
2024-06-20,GLOBAL_WEST,P012,10,10,799.9
2024-06-21,KR,P001,276,323,319.77
2024-06-21,KR,P002,142,157,783.43
2024-06-21,KR,P003,121,129,1933.71
2024-06-21,KR,P005,163,175,1398.25
2024-06-21,KR,P006,87,95,2374.05
2024-06-21,KR,P007,139,148,1478.52
2024-06-21,KR,P009,0,0,0.0
2024-06-21,KR,P010,51,54,269.46
2024-06-21,KR,P011,58,63,1259.37
2024-06-21,KR,P012,0,0,0.0
2024-06-21,JP,P001,311,341,337.59
2024-06-21,JP,P002,126,139,693.61
2024-06-21,JP,P003,160,169,2533.31
2024-06-21,JP,P005,184,195,1558.05
2024-06-21,JP,P006,100,109,2723.91
2024-06-21,JP,P007,121,128,1278.72
2024-06-21,JP,P009,0,0,0.0
2024-06-21,JP,P010,92,101,503.99
2024-06-21,JP,P011,78,82,1639.18
2024-06-21,JP,P012,25,27,2159.73
2024-06-21,GLOBAL_WEST,P001,463,502,496.98
2024-06-21,GLOBAL_WEST,P002,219,233,1162.67
2024-06-21,GLOBAL_WEST,P003,202,210,3147.9
2024-06-21,GLOBAL_WEST,P005,244,266,2125.34
2024-06-21,GLOBAL_WEST,P006,112,118,2948.82
2024-06-21,GLOBAL_WEST,P007,171,188,1878.12
2024-06-21,GLOBAL_WEST,P009,0,0,0.0
2024-06-21,GLOBAL_WEST,P010,95,103,513.97
2024-06-21,GLOBAL_WEST,P011,93,100,1999.0
2024-06-21,GLOBAL_WEST,P012,24,27,2159.73
2024-06-22,KR,P001,294,310,306.9
2024-06-22,KR,P002,143,153,763.47
2024-06-22,KR,P003,134,141,2113.59
2024-06-22,KR,P005,152,166,1326.34
2024-06-22,KR,P006,96,107,2673.93
2024-06-22,KR,P007,145,156,1558.44
2024-06-22,KR,P009,0,0,0.0
2024-06-22,KR,P010,79,85,424.15
2024-06-22,KR,P011,35,37,739.63
2024-06-22,KR,P012,16,19,1519.81
2024-06-22,JP,P001,284,308,304.92
2024-06-22,JP,P002,122,131,653.69
2024-06-22,JP,P003,159,170,2548.3
2024-06-22,JP,P005,158,163,1302.37
2024-06-22,JP,P006,84,93,2324.07
2024-06-22,JP,P007,93,100,999.0
2024-06-22,JP,P009,0,0,0.0
2024-06-22,JP,P010,97,106,528.94
2024-06-22,JP,P011,34,37,739.63
2024-06-22,JP,P012,0,0,0.0
2024-06-22,GLOBAL_WEST,P001,444,486,481.14
2024-06-22,GLOBAL_WEST,P002,197,210,1047.9
2024-06-22,GLOBAL_WEST,P003,231,248,3717.52
2024-06-22,GLOBAL_WEST,P005,244,263,2101.37
2024-06-22,GLOBAL_WEST,P006,114,118,2948.82
2024-06-22,GLOBAL_WEST,P007,146,165,1648.35
2024-06-22,GLOBAL_WEST,P009,0,0,0.0
2024-06-22,GLOBAL_WEST,P010,133,139,693.61
2024-06-22,GLOBAL_WEST,P011,97,103,2058.97
2024-06-22,GLOBAL_WEST,P012,31,34,2719.66
2024-06-23,KR,P001,289,313,309.87
2024-06-23,KR,P002,159,177,883.23
2024-06-23,KR,P003,152,159,2383.41
2024-06-23,KR,P005,149,162,1294.38
2024-06-23,KR,P006,89,94,2349.06
2024-06-23,KR,P007,126,137,1368.63
2024-06-23,KR,P009,0,0,0.0
2024-06-23,KR,P010,96,105,523.95
2024-06-23,KR,P011,41,42,839.58
2024-06-23,KR,P012,46,50,3999.5
2024-06-23,JP,P001,260,284,281.16
2024-06-23,JP,P002,138,155,773.45
2024-06-23,JP,P003,141,154,2308.46
2024-06-23,JP,P005,162,166,1326.34
2024-06-23,JP,P006,66,70,1749.3
2024-06-23,JP,P007,112,130,1298.7
2024-06-23,JP,P009,0,0,0.0
2024-06-23,JP,P010,71,74,369.26
2024-06-23,JP,P011,43,47,939.53
2024-06-23,JP,P012,2,2,159.98
2024-06-23,GLOBAL_WEST,P001,460,506,500.94
2024-06-23,GLOBAL_WEST,P002,219,239,1192.61
2024-06-23,GLOBAL_WEST,P003,246,263,3942.37
2024-06-23,GLOBAL_WEST,P005,269,300,2397.0
2024-06-23,GLOBAL_WEST,P006,137,147,3673.53
2024-06-23,GLOBAL_WEST,P007,133,140,1398.6
2024-06-23,GLOBAL_WEST,P009,0,0,0.0
2024-06-23,GLOBAL_WEST,P010,133,141,703.59
2024-06-23,GLOBAL_WEST,P011,129,137,2738.63
2024-06-23,GLOBAL_WEST,P012,36,37,2959.63
2024-06-24,KR,P001,264,276,273.24
2024-06-24,KR,P002,150,165,823.35
2024-06-24,KR,P003,159,172,2578.28
2024-06-24,KR,P005,213,224,1789.76
2024-06-24,KR,P006,111,122,3048.78
2024-06-24,KR,P007,108,120,1198.8
2024-06-24,KR,P009,0,0,0.0
2024-06-24,KR,P010,50,54,269.46
2024-06-24,KR,P011,61,67,1339.33
2024-06-24,KR,P012,39,40,3199.6
2024-06-24,JP,P001,330,369,365.31
2024-06-24,JP,P002,122,132,658.68
2024-06-24,JP,P003,139,152,2278.48
2024-06-24,JP,P005,169,176,1406.24
2024-06-24,JP,P006,76,79,1974.21
2024-06-24,JP,P007,103,112,1118.88
2024-06-24,JP,P009,0,0,0.0
2024-06-24,JP,P010,87,92,459.08
2024-06-24,JP,P011,21,23,459.77
2024-06-24,JP,P012,6,6,479.94
2024-06-24,GLOBAL_WEST,P001,447,492,487.08
2024-06-24,GLOBAL_WEST,P002,181,194,968.06
2024-06-24,GLOBAL_WEST,P003,244,261,3912.39
2024-06-24,GLOBAL_WEST,P005,288,307,2452.93
2024-06-24,GLOBAL_WEST,P006,87,99,2474.01
2024-06-24,GLOBAL_WEST,P007,135,142,1418.58
2024-06-24,GLOBAL_WEST,P009,0,0,0.0
2024-06-24,GLOBAL_WEST,P010,119,128,638.72
2024-06-24,GLOBAL_WEST,P011,80,86,1719.14
2024-06-24,GLOBAL_WEST,P012,8,8,639.92
2024-06-25,KR,P001,289,324,320.76
2024-06-25,KR,P002,153,173,863.27
2024-06-25,KR,P003,127,132,1978.68
2024-06-25,KR,P005,171,181,1446.19
2024-06-25,KR,P006,76,81,2024.19
2024-06-25,KR,P007,88,96,959.04
2024-06-25,KR,P009,0,0,0.0
2024-06-25,KR,P010,94,96,479.04
2024-06-25,KR,P011,81,87,1739.13
2024-06-25,KR,P012,37,39,3119.61
2024-06-25,JP,P001,277,302,298.98
2024-06-25,JP,P002,136,147,733.53
2024-06-25,JP,P003,147,156,2338.44
2024-06-25,JP,P005,161,171,1366.29
2024-06-25,JP,P006,88,95,2374.05
2024-06-25,JP,P007,109,117,1168.83
2024-06-25,JP,P009,0,0,0.0
2024-06-25,JP,P010,91,98,489.02
2024-06-25,JP,P011,38,41,819.59
2024-06-25,JP,P012,5,6,479.94
2024-06-25,GLOBAL_WEST,P001,482,521,515.79
2024-06-25,GLOBAL_WEST,P002,218,236,1177.64
2024-06-25,GLOBAL_WEST,P003,226,249,3732.51
2024-06-25,GLOBAL_WEST,P005,278,304,2428.96
2024-06-25,GLOBAL_WEST,P006,112,128,3198.72
2024-06-25,GLOBAL_WEST,P007,140,155,1548.45
2024-06-25,GLOBAL_WEST,P009,0,0,0.0
2024-06-25,GLOBAL_WEST,P010,141,155,773.45
2024-06-25,GLOBAL_WEST,P011,92,96,1919.04
2024-06-25,GLOBAL_WEST,P012,23,24,1919.76
2024-06-26,KR,P001,404,435,430.65
2024-06-26,KR,P002,147,162,808.38
2024-06-26,KR,P003,210,219,3282.81
2024-06-26,KR,P004,169,179,3578.21
2024-06-26,KR,P005,225,230,1837.7
2024-06-26,KR,P006,130,141,3523.59
2024-06-26,KR,P007,186,201,2007.99
2024-06-26,KR,P009,233,246,7377.54
2024-06-26,KR,P010,123,133,663.67
2024-06-26,KR,P011,67,75,1499.25
2024-06-26,KR,P012,36,38,3039.62
2024-06-26,JP,P001,341,371,367.29
2024-06-26,JP,P002,179,201,1002.99
2024-06-26,JP,P003,192,202,3027.98
2024-06-26,JP,P004,139,144,2878.56
2024-06-26,JP,P005,212,229,1829.71
2024-06-26,JP,P006,150,163,4073.37
2024-06-26,JP,P007,168,189,1888.11
2024-06-26,JP,P009,203,228,6837.72
2024-06-26,JP,P010,103,113,563.87
2024-06-26,JP,P011,61,63,1259.37
2024-06-26,JP,P012,47,51,4079.49
2024-06-26,GLOBAL_WEST,P001,586,637,630.63
2024-06-26,GLOBAL_WEST,P002,268,282,1407.18
2024-06-26,GLOBAL_WEST,P003,316,340,5096.6
2024-06-26,GLOBAL_WEST,P004,201,211,4217.89
2024-06-26,GLOBAL_WEST,P005,367,397,3172.03
2024-06-26,GLOBAL_WEST,P006,215,225,5622.75
2024-06-26,GLOBAL_WEST,P007,209,231,2307.69
2024-06-26,GLOBAL_WEST,P009,327,347,10406.53
2024-06-26,GLOBAL_WEST,P010,180,181,903.19
2024-06-26,GLOBAL_WEST,P011,107,119,2378.81
2024-06-26,GLOBAL_WEST,P012,107,112,8958.88
2024-06-27,KR,P001,395,403,398.97
2024-06-27,KR,P002,210,235,1172.65
2024-06-27,KR,P003,178,185,2773.15
2024-06-27,KR,P004,156,163,3258.37
2024-06-27,KR,P005,221,242,1933.58
2024-06-27,KR,P006,134,141,3523.59
2024-06-27,KR,P007,201,219,2187.81
2024-06-27,KR,P009,222,247,7407.53
2024-06-27,KR,P010,135,141,703.59
2024-06-27,KR,P011,93,101,2018.99
2024-06-27,KR,P012,19,20,1599.8
2024-06-27,JP,P001,373,407,402.93
2024-06-27,JP,P002,205,207,1032.93
2024-06-27,JP,P003,195,202,3027.98
2024-06-27,JP,P004,142,148,2958.52
2024-06-27,JP,P005,244,258,2061.42
2024-06-27,JP,P006,146,154,3848.46
2024-06-27,JP,P007,180,201,2007.99
2024-06-27,JP,P009,208,226,6777.74
2024-06-27,JP,P010,81,89,444.11
2024-06-27,JP,P011,58,60,1199.4
2024-06-27,JP,P012,36,37,2959.63
2024-06-27,GLOBAL_WEST,P001,644,687,680.13
2024-06-27,GLOBAL_WEST,P002,280,302,1506.98
2024-06-27,GLOBAL_WEST,P003,319,336,5036.64
2024-06-27,GLOBAL_WEST,P004,229,258,5157.42
2024-06-27,GLOBAL_WEST,P005,361,383,3060.17
2024-06-27,GLOBAL_WEST,P006,227,236,5897.64
2024-06-27,GLOBAL_WEST,P007,334,360,3596.4
2024-06-27,GLOBAL_WEST,P009,286,308,9236.92
2024-06-27,GLOBAL_WEST,P010,170,187,933.13
2024-06-27,GLOBAL_WEST,P011,137,145,2898.55
2024-06-27,GLOBAL_WEST,P012,45,48,3839.52
2024-06-28,KR,P001,399,433,428.67
2024-06-28,KR,P002,199,218,1087.82
2024-06-28,KR,P003,190,209,3132.91
2024-06-28,KR,P004,133,144,2878.56
2024-06-28,KR,P005,209,236,1885.64
2024-06-28,KR,P006,103,115,2873.85
2024-06-28,KR,P007,179,194,1938.06
2024-06-28,KR,P009,210,221,6627.79
2024-06-28,KR,P010,87,96,479.04
2024-06-28,KR,P011,78,84,1679.16
2024-06-28,KR,P012,26,27,2159.73
2024-06-28,JP,P001,366,401,396.99
2024-06-28,JP,P002,174,184,918.16
2024-06-28,JP,P003,193,209,3132.91
2024-06-28,JP,P004,125,140,2798.6
2024-06-28,JP,P005,186,200,1598.0
2024-06-28,JP,P006,139,153,3823.47
2024-06-28,JP,P007,167,182,1818.18
2024-06-28,JP,P009,162,172,5158.28
2024-06-28,JP,P010,107,113,563.87
2024-06-28,JP,P011,69,76,1519.24
2024-06-28,JP,P012,36,38,3039.62
2024-06-28,GLOBAL_WEST,P001,594,604,597.96
2024-06-28,GLOBAL_WEST,P002,333,342,1706.58
2024-06-28,GLOBAL_WEST,P003,291,320,4796.8
2024-06-28,GLOBAL_WEST,P004,228,243,4857.57
2024-06-28,GLOBAL_WEST,P005,417,472,3771.28
2024-06-28,GLOBAL_WEST,P006,181,193,4823.07
2024-06-28,GLOBAL_WEST,P007,251,267,2667.33
2024-06-28,GLOBAL_WEST,P009,286,294,8817.06
2024-06-28,GLOBAL_WEST,P010,168,174,868.26
2024-06-28,GLOBAL_WEST,P011,92,99,1979.01
2024-06-28,GLOBAL_WEST,P012,56,62,4959.38
2024-06-29,KR,P001,380,416,411.84
2024-06-29,KR,P002,196,202,1007.98
2024-06-29,KR,P003,220,231,3462.69
2024-06-29,KR,P004,129,151,3018.49
2024-06-29,KR,P005,227,235,1877.65
2024-06-29,KR,P006,147,160,3998.4
2024-06-29,KR,P007,179,200,1998.0
2024-06-29,KR,P009,219,241,7227.59
2024-06-29,KR,P010,150,165,823.35
2024-06-29,KR,P011,54,57,1139.43
2024-06-29,KR,P012,49,55,4399.45
2024-06-29,JP,P001,369,381,377.19
2024-06-29,JP,P002,185,206,1027.94
2024-06-29,JP,P003,193,200,2998.0
2024-06-29,JP,P004,159,174,3478.26
2024-06-29,JP,P005,201,210,1677.9
2024-06-29,JP,P006,139,145,3623.55
2024-06-29,JP,P007,177,191,1908.09
2024-06-29,JP,P009,181,196,5878.04
2024-06-29,JP,P010,105,116,578.84
2024-06-29,JP,P011,55,63,1259.37
2024-06-29,JP,P012,16,16,1279.84
2024-06-29,GLOBAL_WEST,P001,586,670,663.3
2024-06-29,GLOBAL_WEST,P002,231,243,1212.57
2024-06-29,GLOBAL_WEST,P003,292,317,4751.83
2024-06-29,GLOBAL_WEST,P004,213,228,4557.72
2024-06-29,GLOBAL_WEST,P005,350,377,3012.23
2024-06-29,GLOBAL_WEST,P006,245,275,6872.25
2024-06-29,GLOBAL_WEST,P007,228,241,2407.59
2024-06-29,GLOBAL_WEST,P009,296,315,9446.85
2024-06-29,GLOBAL_WEST,P010,202,218,1087.82
2024-06-29,GLOBAL_WEST,P011,141,145,2898.55
2024-06-29,GLOBAL_WEST,P012,34,36,2879.64
2024-06-30,KR,P001,403,421,416.79
2024-06-30,KR,P002,228,242,1207.58
2024-06-30,KR,P003,184,194,2908.06
2024-06-30,KR,P004,151,162,3238.38
2024-06-30,KR,P005,237,243,1941.57
2024-06-30,KR,P006,122,137,3423.63
2024-06-30,KR,P007,178,193,1928.07
2024-06-30,KR,P009,211,228,6837.72
2024-06-30,KR,P010,135,151,753.49
2024-06-30,KR,P011,63,69,1379.31
2024-06-30,KR,P012,6,6,479.94
2024-06-30,JP,P001,369,412,407.88
2024-06-30,JP,P002,201,211,1052.89
2024-06-30,JP,P003,183,193,2893.07
2024-06-30,JP,P004,130,137,2738.63
2024-06-30,JP,P005,210,238,1901.62
2024-06-30,JP,P006,105,110,2748.9
2024-06-30,JP,P007,175,183,1828.17
2024-06-30,JP,P009,195,208,6237.92
2024-06-30,JP,P010,116,126,628.74
2024-06-30,JP,P011,81,88,1759.12
2024-06-30,JP,P012,46,51,4079.49
2024-06-30,GLOBAL_WEST,P001,617,636,629.64
2024-06-30,GLOBAL_WEST,P002,288,312,1556.88
2024-06-30,GLOBAL_WEST,P003,318,348,5216.52
2024-06-30,GLOBAL_WEST,P004,219,239,4777.61
2024-06-30,GLOBAL_WEST,P005,368,382,3052.18
2024-06-30,GLOBAL_WEST,P006,198,203,5072.97
2024-06-30,GLOBAL_WEST,P007,318,348,3476.52
2024-06-30,GLOBAL_WEST,P009,274,295,8847.05
2024-06-30,GLOBAL_WEST,P010,152,162,808.38
2024-06-30,GLOBAL_WEST,P011,94,106,2118.94
2024-06-30,GLOBAL_WEST,P012,0,0,0.0
2024-07-01,KR,P001,392,411,406.89
2024-07-01,KR,P002,205,223,1112.77
2024-07-01,KR,P003,232,255,3822.45
2024-07-01,KR,P004,148,165,3298.35
2024-07-01,KR,P005,221,237,1893.63
2024-07-01,KR,P006,171,179,4473.21
2024-07-01,KR,P007,191,209,2087.91
2024-07-01,KR,P009,207,219,6567.81
2024-07-01,KR,P010,99,109,543.91
2024-07-01,KR,P011,81,88,1759.12
2024-07-01,KR,P012,12,12,959.88
2024-07-01,JP,P001,360,387,383.13
2024-07-01,JP,P002,168,182,908.18
2024-07-01,JP,P003,165,175,2623.25
2024-07-01,JP,P004,151,155,3098.45
2024-07-01,JP,P005,241,260,2077.4
2024-07-01,JP,P006,136,144,3598.56
2024-07-01,JP,P007,186,198,1978.02
2024-07-01,JP,P009,213,231,6927.69
2024-07-01,JP,P010,104,108,538.92
2024-07-01,JP,P011,81,89,1779.11
2024-07-01,JP,P012,13,13,1039.87
2024-07-01,GLOBAL_WEST,P001,654,727,719.73
2024-07-01,GLOBAL_WEST,P002,346,358,1786.42
2024-07-01,GLOBAL_WEST,P003,354,369,5531.31
2024-07-01,GLOBAL_WEST,P004,275,289,5777.11
2024-07-01,GLOBAL_WEST,P005,392,426,3403.74
2024-07-01,GLOBAL_WEST,P006,269,290,7247.1
2024-07-01,GLOBAL_WEST,P007,288,317,3166.83
2024-07-01,GLOBAL_WEST,P009,316,328,9836.72
2024-07-01,GLOBAL_WEST,P010,213,229,1142.71
2024-07-01,GLOBAL_WEST,P011,145,151,3018.49
2024-07-01,GLOBAL_WEST,P012,27,28,2239.72
2024-07-02,KR,P001,404,433,428.67
2024-07-02,KR,P002,192,211,1052.89
2024-07-02,KR,P003,189,210,3147.9
2024-07-02,KR,P004,104,114,2278.86
2024-07-02,KR,P005,225,252,2013.48
2024-07-02,KR,P006,145,147,3673.53
2024-07-02,KR,P007,254,277,2767.23
2024-07-02,KR,P009,237,268,8037.32
2024-07-02,KR,P010,105,122,608.78
2024-07-02,KR,P011,45,48,959.52
2024-07-02,KR,P012,30,32,2559.68
2024-07-02,JP,P001,374,417,412.83
2024-07-02,JP,P002,205,217,1082.83
2024-07-02,JP,P003,149,160,2398.4
2024-07-02,JP,P004,142,153,3058.47
2024-07-02,JP,P005,241,264,2109.36
2024-07-02,JP,P006,136,143,3573.57
2024-07-02,JP,P007,176,185,1848.15
2024-07-02,JP,P009,201,216,6477.84
2024-07-02,JP,P010,111,118,588.82
2024-07-02,JP,P011,44,50,999.5
2024-07-02,JP,P012,28,28,2239.72
2024-07-02,GLOBAL_WEST,P001,645,684,677.16
2024-07-02,GLOBAL_WEST,P002,300,321,1601.79
2024-07-02,GLOBAL_WEST,P003,321,332,4976.68
2024-07-02,GLOBAL_WEST,P004,272,287,5737.13
2024-07-02,GLOBAL_WEST,P005,365,388,3100.12
2024-07-02,GLOBAL_WEST,P006,261,284,7097.16
2024-07-02,GLOBAL_WEST,P007,321,342,3416.58
2024-07-02,GLOBAL_WEST,P009,342,377,11306.23
2024-07-02,GLOBAL_WEST,P010,197,211,1052.89
2024-07-02,GLOBAL_WEST,P011,55,63,1259.37
2024-07-02,GLOBAL_WEST,P012,52,53,4239.47
2024-07-03,KR,P001,437,476,471.24
2024-07-03,KR,P002,226,247,1232.53
2024-07-03,KR,P003,222,246,3687.54
2024-07-03,KR,P004,198,212,4237.88
2024-07-03,KR,P005,247,268,2141.32
2024-07-03,KR,P006,198,203,5072.97
2024-07-03,KR,P007,195,203,2027.97
2024-07-03,KR,P009,223,243,7287.57
2024-07-03,KR,P010,132,143,713.57
2024-07-03,KR,P011,131,142,2838.58
2024-07-03,KR,P012,14,14,1119.86
2024-07-03,JP,P001,394,419,414.81
2024-07-03,JP,P002,210,221,1102.79
2024-07-03,JP,P003,189,202,3027.98
2024-07-03,JP,P004,144,153,3058.47
2024-07-03,JP,P005,240,264,2109.36
2024-07-03,JP,P006,152,164,4098.36
2024-07-03,JP,P007,167,176,1758.24
2024-07-03,JP,P009,248,269,8067.31
2024-07-03,JP,P010,114,126,628.74
2024-07-03,JP,P011,76,85,1699.15
2024-07-03,JP,P012,27,28,2239.72
2024-07-03,GLOBAL_WEST,P001,676,717,709.83
2024-07-03,GLOBAL_WEST,P002,316,332,1656.68
2024-07-03,GLOBAL_WEST,P003,364,399,5981.01
2024-07-03,GLOBAL_WEST,P004,300,350,6996.5
2024-07-03,GLOBAL_WEST,P005,399,436,3483.64
2024-07-03,GLOBAL_WEST,P006,202,214,5347.86
2024-07-03,GLOBAL_WEST,P007,300,325,3246.75
2024-07-03,GLOBAL_WEST,P009,366,406,12175.94
2024-07-03,GLOBAL_WEST,P010,187,196,978.04
2024-07-03,GLOBAL_WEST,P011,153,162,3238.38
2024-07-03,GLOBAL_WEST,P012,82,91,7279.09
2024-07-04,KR,P001,436,468,463.32
2024-07-04,KR,P002,236,253,1262.47
2024-07-04,KR,P003,205,221,3312.79
2024-07-04,KR,P004,156,164,3278.36
2024-07-04,KR,P005,231,231,1845.69
2024-07-04,KR,P006,189,200,4998.0
2024-07-04,KR,P007,206,217,2167.83
2024-07-04,KR,P009,248,270,8097.3
2024-07-04,KR,P010,91,93,464.07
2024-07-04,KR,P011,87,97,1939.03
2024-07-04,KR,P012,8,10,799.9
2024-07-04,JP,P001,384,425,420.75
2024-07-04,JP,P002,178,186,928.14
2024-07-04,JP,P003,184,201,3012.99
2024-07-04,JP,P004,132,146,2918.54
2024-07-04,JP,P005,234,261,2085.39
2024-07-04,JP,P006,144,164,4098.36
2024-07-04,JP,P007,181,197,1968.03
2024-07-04,JP,P009,186,202,6057.98
2024-07-04,JP,P010,78,81,404.19
2024-07-04,JP,P011,54,56,1119.44
2024-07-04,JP,P012,19,21,1679.79
2024-07-04,GLOBAL_WEST,P001,666,720,712.8
2024-07-04,GLOBAL_WEST,P002,338,367,1831.33
2024-07-04,GLOBAL_WEST,P003,287,311,4661.89
2024-07-04,GLOBAL_WEST,P004,308,341,6816.59
2024-07-04,GLOBAL_WEST,P005,382,433,3459.67
2024-07-04,GLOBAL_WEST,P006,187,201,5022.99
2024-07-04,GLOBAL_WEST,P007,325,351,3506.49
2024-07-04,GLOBAL_WEST,P009,385,410,12295.9
2024-07-04,GLOBAL_WEST,P010,223,248,1237.52
2024-07-04,GLOBAL_WEST,P011,143,155,3098.45
2024-07-04,GLOBAL_WEST,P012,52,56,4479.44
2024-07-05,KR,P001,426,463,458.37
2024-07-05,KR,P002,215,227,1132.73
2024-07-05,KR,P003,222,239,3582.61
2024-07-05,KR,P004,158,173,3458.27
2024-07-05,KR,P005,227,246,1965.54
2024-07-05,KR,P006,141,155,3873.45
2024-07-05,KR,P007,221,239,2387.61
2024-07-05,KR,P009,238,257,7707.43
2024-07-05,KR,P010,83,85,424.15
2024-07-05,KR,P011,63,66,1319.34
2024-07-05,KR,P012,29,29,2319.71
2024-07-05,JP,P001,395,422,417.78
2024-07-05,JP,P002,184,207,1032.93
2024-07-05,JP,P003,210,223,3342.77
2024-07-05,JP,P004,136,143,2858.57
2024-07-05,JP,P005,225,237,1893.63
2024-07-05,JP,P006,143,154,3848.46
2024-07-05,JP,P007,186,203,2027.97
2024-07-05,JP,P009,250,270,8097.3
2024-07-05,JP,P010,98,107,533.93
2024-07-05,JP,P011,74,79,1579.21
2024-07-05,JP,P012,51,55,4399.45
2024-07-05,GLOBAL_WEST,P001,677,711,703.89
2024-07-05,GLOBAL_WEST,P002,362,376,1876.24
2024-07-05,GLOBAL_WEST,P003,337,354,5306.46
2024-07-05,GLOBAL_WEST,P004,251,269,5377.31
2024-07-05,GLOBAL_WEST,P005,384,395,3156.05
2024-07-05,GLOBAL_WEST,P006,253,279,6972.21
2024-07-05,GLOBAL_WEST,P007,267,287,2867.13
2024-07-05,GLOBAL_WEST,P009,330,363,10886.37
2024-07-05,GLOBAL_WEST,P010,154,170,848.3
2024-07-05,GLOBAL_WEST,P011,100,108,2158.92
2024-07-05,GLOBAL_WEST,P012,27,30,2399.7
2024-07-06,KR,P001,423,441,436.59
2024-07-06,KR,P002,225,240,1197.6
2024-07-06,KR,P003,212,224,3357.76
2024-07-06,KR,P004,175,185,3698.15
2024-07-06,KR,P005,225,241,1925.59
2024-07-06,KR,P006,135,146,3648.54
2024-07-06,KR,P007,225,245,2447.55
2024-07-06,KR,P009,249,277,8307.23
2024-07-06,KR,P010,120,123,613.77
2024-07-06,KR,P011,64,67,1339.33
2024-07-06,KR,P012,50,53,4239.47
2024-07-06,JP,P001,398,442,437.58
2024-07-06,JP,P002,186,193,963.07
2024-07-06,JP,P003,173,195,2923.05
2024-07-06,JP,P004,147,153,3058.47
2024-07-06,JP,P005,253,276,2205.24
2024-07-06,JP,P006,133,143,3573.57
2024-07-06,JP,P007,193,212,2117.88
2024-07-06,JP,P009,196,212,6357.88
2024-07-06,JP,P010,127,142,708.58
2024-07-06,JP,P011,85,94,1879.06
2024-07-06,JP,P012,50,55,4399.45
2024-07-06,GLOBAL_WEST,P001,734,801,792.99
2024-07-06,GLOBAL_WEST,P002,402,432,2155.68
