date,region,dau,nru,returned_users,user_outflow,event_names,event_types,service_availability,pu,revenue
2024-04-18,KR,46220,628,409,1065,No Event,baseline,1.0,1464,14490.58
2024-04-18,JP,38536,410,309,787,No Event,baseline,1.0,1200,11548.29
2024-04-18,GLOBAL_WEST,77079,974,524,1650,No Event,baseline,1.0,2377,20414.31
2024-04-19,KR,46149,593,409,1070,No Event,baseline,1.0,1404,15719.43
2024-04-19,JP,38406,429,314,767,No Event,baseline,1.0,1175,14537.22
2024-04-19,GLOBAL_WEST,77086,996,555,1823,No Event,baseline,1.0,2382,21937.08
2024-04-20,KR,45906,607,405,1062,No Event,baseline,1.0,1452,13712.85
2024-04-20,JP,38236,359,340,777,No Event,baseline,1.0,1200,16177.53
2024-04-20,GLOBAL_WEST,76575,988,519,1848,No Event,baseline,1.0,2306,17116.6
2024-04-21,KR,45776,575,397,1058,No Event,baseline,1.0,1344,13914.05
2024-04-21,JP,38188,367,298,786,No Event,baseline,1.0,1149,13068.52
2024-04-21,GLOBAL_WEST,76205,1003,576,1987,No Event,baseline,1.0,2457,18237.89
2024-04-22,KR,45710,569,382,1017,No Event,baseline,1.0,1395,10598.85
2024-04-22,JP,38000,436,252,711,No Event,baseline,1.0,1097,12544.26
2024-04-22,GLOBAL_WEST,75695,998,510,1900,No Event,baseline,1.0,2311,22702.14
2024-04-23,KR,45734,604,361,914,No Event,baseline,1.0,1425,14448.05
2024-04-23,JP,38078,423,325,740,No Event,baseline,1.0,1106,11366.01
2024-04-23,GLOBAL_WEST,75291,991,493,2008,No Event,baseline,1.0,2363,17809.13
2024-04-24,KR,45737,598,399,1019,No Event,baseline,1.0,1367,13029.42
2024-04-24,JP,38042,465,290,824,No Event,baseline,1.0,1161,11783.73
2024-04-24,GLOBAL_WEST,74718,990,514,1942,No Event,baseline,1.0,2328,16606.34
2024-04-25,KR,45642,577,417,1081,No Event,baseline,1.0,1366,12783.7
2024-04-25,JP,38165,439,268,746,No Event,baseline,1.0,1117,11924.08
2024-04-25,GLOBAL_WEST,74086,964,531,1830,No Event,baseline,1.0,2096,14259.04
2024-04-26,KR,45614,515,453,1106,No Event,baseline,1.0,1345,12237.86
2024-04-26,JP,38128,372,293,755,No Event,baseline,1.0,1167,10737.9
2024-04-26,GLOBAL_WEST,73884,985,523,1813,No Event,baseline,1.0,2334,18423.97
2024-04-27,KR,45710,652,432,1008,No Event,baseline,1.0,1320,13626.06
2024-04-27,JP,38174,440,329,763,No Event,baseline,1.0,1173,12653.43
2024-04-27,GLOBAL_WEST,73560,973,526,1694,No Event,baseline,1.0,2201,18684.37
2024-04-28,KR,45561,559,414,1072,No Event,baseline,1.0,1393,11255.58
2024-04-28,JP,38086,425,346,721,No Event,baseline,1.0,1187,11670.01
2024-04-28,GLOBAL_WEST,73574,1019,523,1679,No Event,baseline,1.0,2279,26789.71
2024-04-29,KR,45379,569,412,1046,No Event,baseline,1.0,1399,13515.95
2024-04-29,JP,37853,422,243,762,No Event,baseline,1.0,1173,13987.61
2024-04-29,GLOBAL_WEST,73415,1021,489,1748,No Event,baseline,1.0,2289,21097.86
2024-04-30,KR,45456,542,389,967,No Event,baseline,1.0,1315,12549.84
2024-04-30,JP,37887,345,275,756,No Event,baseline,1.0,1143,13444.16
2024-04-30,GLOBAL_WEST,72984,977,506,1761,No Event,baseline,1.0,2159,16718.93
2024-05-01,KR,45498,606,399,1036,No Event,baseline,1.0,1378,17754.47
2024-05-01,JP,37692,345,299,818,No Event,baseline,1.0,1095,12616.88
2024-05-01,GLOBAL_WEST,72766,1032,479,1690,No Event,baseline,1.0,2193,20543.55
2024-05-02,KR,45540,610,367,1009,No Event,baseline,1.0,1419,12298.66
2024-05-02,JP,37634,415,259,746,No Event,baseline,1.0,1101,12802.61
2024-05-02,GLOBAL_WEST,72553,1079,512,1887,No Event,baseline,1.0,2132,23302.88
2024-05-03,KR,45671,604,413,996,No Event,baseline,1.0,1320,13244.58
2024-05-03,JP,37665,387,293,703,No Event,baseline,1.0,1176,10936.57
2024-05-03,GLOBAL_WEST,72143,1004,525,1906,No Event,baseline,1.0,2156,18785.35
2024-05-04,KR,45695,588,423,1016,No Event,baseline,1.0,1378,14194.17
2024-05-04,JP,37517,412,304,765,No Event,baseline,1.0,1159,13671.79
2024-05-04,GLOBAL_WEST,72284,1067,555,1665,No Event,baseline,1.0,2201,17868.78
2024-05-05,KR,45630,597,407,1046,No Event,baseline,1.0,1388,11314.95
2024-05-05,JP,37412,363,307,669,No Event,baseline,1.0,1149,11496.54
2024-05-05,GLOBAL_WEST,71865,1031,500,1779,No Event,baseline,1.0,2196,21698.01
2024-05-06,KR,45744,545,448,1058,No Event,baseline,1.0,1357,14527.99
2024-05-06,JP,37322,420,259,793,No Event,baseline,1.0,1147,14006.69
2024-05-06,GLOBAL_WEST,71422,1036,500,1653,No Event,baseline,1.0,2125,21333.23
2024-05-07,KR,45706,588,372,1024,No Event,baseline,1.0,1397,11650.64
2024-05-07,JP,37290,402,279,745,No Event,baseline,1.0,1113,11036.31
2024-05-07,GLOBAL_WEST,71171,1058,521,1821,No Event,baseline,1.0,2099,17518.76
2024-05-08,KR,45523,502,415,1064,No Event,baseline,1.0,1343,13125.85
2024-05-08,JP,37299,350,261,746,No Event,baseline,1.0,1047,13315.33
2024-05-08,GLOBAL_WEST,70994,1057,476,1710,No Event,baseline,1.0,2232,20617.53
2024-05-09,KR,45394,544,399,1034,No Event,baseline,1.0,1330,12734.72
2024-05-09,JP,37081,348,282,785,No Event,baseline,1.0,1111,11442.47
2024-05-09,GLOBAL_WEST,70657,1044,538,1702,No Event,baseline,1.0,2168,19916.96
2024-05-10,KR,45259,524,440,1078,No Event,baseline,1.0,1384,13528.46
2024-05-10,JP,37132,385,289,693,No Event,baseline,1.0,1122,11130.84
2024-05-10,GLOBAL_WEST,70414,1061,543,1881,No Event,baseline,1.0,2111,19421.46
2024-05-11,KR,45173,520,380,1015,No Event,baseline,1.0,1403,12405.35
2024-05-11,JP,36972,354,337,799,No Event,baseline,1.0,1155,10921.43
2024-05-11,GLOBAL_WEST,70291,1080,563,1658,No Event,baseline,1.0,2237,21289.13
2024-05-12,KR,45414,530,435,908,No Event,baseline,1.0,1331,12951.79
2024-05-12,JP,36975,360,307,736,No Event,baseline,1.0,1114,12611.57
2024-05-12,GLOBAL_WEST,70170,1073,566,1722,No Event,baseline,1.0,2114,18933.49
2024-05-13,KR,45164,496,370,1073,No Event,baseline,1.0,1336,12407.19
2024-05-13,JP,36845,379,266,785,No Event,baseline,1.0,1140,12987.87
2024-05-13,GLOBAL_WEST,70057,1115,495,1891,No Event,baseline,1.0,2115,20992.12
2024-05-14,KR,45273,595,396,959,No Event,baseline,1.0,1398,16299.29
2024-05-14,JP,36882,392,296,765,No Event,baseline,1.0,1090,11851.12
2024-05-14,GLOBAL_WEST,69506,1095,486,1941,No Event,baseline,1.0,1923,16702.23
2024-05-15,KR,44996,529,394,1079,No Event,baseline,1.0,1322,14112.81
2024-05-15,JP,36712,339,298,816,No Event,baseline,1.0,1139,11878.59
2024-05-15,GLOBAL_WEST,69230,1158,483,1841,No Event,baseline,1.0,2071,20992.65
2024-05-16,KR,44770,544,398,1036,No Event,baseline,1.0,1344,12382.63
2024-05-16,JP,36586,413,291,789,No Event,baseline,1.0,1113,11422.78
2024-05-16,GLOBAL_WEST,68961,1101,491,1799,No Event,baseline,1.0,2141,21404.91
2024-05-17,KR,44768,536,418,992,No Event,baseline,1.0,1374,12400.6
2024-05-17,JP,36621,402,308,723,No Event,baseline,1.0,1096,11653.06
2024-05-17,GLOBAL_WEST,69279,1152,551,1764,No Event,baseline,1.0,2102,14749.08
2024-05-18,KR,44572,447,408,1074,No Event,baseline,1.0,1269,12340.75
2024-05-18,JP,36487,367,295,721,No Event,baseline,1.0,1091,10911.91
2024-05-18,GLOBAL_WEST,69328,1102,487,1828,No Event,baseline,1.0,2123,18912.13
2024-05-19,KR,44645,463,412,967,No Event,baseline,1.0,1373,16302.6
2024-05-19,JP,36457,407,291,727,No Event,baseline,1.0,1128,11977.9
2024-05-19,GLOBAL_WEST,68824,1060,531,1814,No Event,baseline,1.0,2124,14386.58
2024-05-20,KR,44371,522,402,1100,No Event,baseline,1.0,1301,10403.63
2024-05-20,JP,36394,365,264,722,No Event,baseline,1.0,1148,10801.63
2024-05-20,GLOBAL_WEST,69015,1167,479,1614,No Event,baseline,1.0,2025,21787.64
2024-05-21,KR,44140,578,423,1037,No Event,baseline,1.0,1375,15129.05
2024-05-21,JP,36416,403,319,644,No Event,baseline,1.0,1106,11830.18
2024-05-21,GLOBAL_WEST,69036,1111,520,1726,No Event,baseline,1.0,2085,17689.87
2024-05-22,KR,44082,509,391,1068,No Event,baseline,1.0,1309,12179.14
2024-05-22,JP,36151,408,247,745,No Event,baseline,1.0,1053,8878.8
2024-05-22,GLOBAL_WEST,69317,1205,492,1377,No Event,baseline,1.0,2106,18083.2
2024-05-23,KR,44121,541,377,997,No Event,baseline,1.0,1312,12932.29
2024-05-23,JP,35992,400,261,749,No Event,baseline,1.0,1105,12229.87
2024-05-23,GLOBAL_WEST,69240,1137,531,1648,No Event,baseline,1.0,2183,19231.34
2024-05-24,KR,44062,467,428,931,No Event,baseline,1.0,1334,10852.79
2024-05-24,JP,36029,384,272,651,No Event,baseline,1.0,1139,12098.25
2024-05-24,GLOBAL_WEST,68815,1134,535,1848,No Event,baseline,1.0,2125,15544.79
2024-05-25,KR,43899,468,423,1085,No Event,baseline,1.0,1332,12536.25
2024-05-25,JP,35899,423,287,791,No Event,baseline,1.0,1081,13637.89
2024-05-25,GLOBAL_WEST,68498,1155,544,1840,No Event,baseline,1.0,2009,19325.87
2024-05-26,KR,43675,517,366,1088,No Event,baseline,1.0,1291,9584.17
2024-05-26,JP,35851,380,280,743,No Event,baseline,1.0,1103,12222.41
2024-05-26,GLOBAL_WEST,68565,1157,504,1619,No Event,baseline,1.0,2129,17246.73
2024-05-27,KR,43506,499,403,973,No Event,baseline,1.0,1304,13476.93
2024-05-27,JP,35952,421,306,657,No Event,baseline,1.0,1089,10031.54
2024-05-27,GLOBAL_WEST,68711,1166,496,1653,No Event,baseline,1.0,2047,18782.46
2024-05-28,KR,43461,498,342,989,No Event,baseline,1.0,1325,13394.93
2024-05-28,JP,35928,386,302,702,No Event,baseline,1.0,1075,11519.06
2024-05-28,GLOBAL_WEST,68447,1162,431,1870,No Event,baseline,1.0,2173,17283.97
2024-05-29,KR,43289,465,407,1021,No Event,baseline,1.0,1324,11904.33
2024-05-29,JP,35772,360,226,684,No Event,baseline,1.0,1073,12595.79
2024-05-29,GLOBAL_WEST,68375,1181,443,1648,No Event,baseline,1.0,2126,17691.23
2024-05-30,KR,43079,495,382,1030,No Event,baseline,1.0,1281,14430.08
2024-05-30,JP,35617,405,270,810,No Event,baseline,1.0,1107,13329.56
2024-05-30,GLOBAL_WEST,68234,1187,472,1759,No Event,baseline,1.0,2070,17969.42
2024-05-31,KR,42851,454,414,1049,No Event,baseline,1.0,1321,13056.24
2024-05-31,JP,35481,432,306,732,No Event,baseline,1.0,1105,12348.78
2024-05-31,GLOBAL_WEST,68027,1248,540,1710,No Event,baseline,1.0,2092,19306.2
2024-06-01,KR,42585,451,415,1092,No Event,baseline,1.0,1286,11446.45
2024-06-01,JP,35527,390,299,686,No Event,baseline,1.0,1092,11832.28
2024-06-01,GLOBAL_WEST,68039,1228,545,1600,No Event,baseline,1.0,2110,18151.22
2024-06-02,KR,42478,435,383,956,No Event,baseline,1.0,1339,13603.56
2024-06-02,JP,35590,399,286,699,No Event,baseline,1.0,1028,10649.7
2024-06-02,GLOBAL_WEST,67981,1186,489,1718,No Event,baseline,1.0,2031,15741.94
2024-06-03,KR,42324,491,378,976,No Event,baseline,1.0,1282,12436.25
2024-06-03,JP,35567,444,315,681,No Event,baseline,1.0,1061,12609.83
2024-06-03,GLOBAL_WEST,68062,1186,507,1852,No Event,baseline,1.0,1987,15219.9
2024-06-04,KR,42114,494,335,1046,No Event,baseline,1.0,1268,12575.27
2024-06-04,JP,35634,408,283,690,No Event,baseline,1.0,1078,10938.25
2024-06-04,GLOBAL_WEST,67628,1154,480,1734,No Event,baseline,1.0,2117,18140.39
2024-06-05,KR,41816,411,383,1011,No Event,baseline,1.0,1332,13659.46
2024-06-05,JP,35653,381,269,652,No Event,baseline,1.0,1060,11487.46
2024-06-05,GLOBAL_WEST,67700,1241,509,1647,No Event,baseline,1.0,2026,19870.92
2024-06-06,KR,41635,445,352,965,No Event,baseline,1.0,1255,11657.07
2024-06-06,JP,35639,397,256,654,No Event,baseline,1.0,1115,11352.98
2024-06-06,GLOBAL_WEST,67830,1209,525,1738,No Event,baseline,1.0,2008,16850.49
2024-06-07,KR,41383,441,377,983,No Event,baseline,1.0,1226,12283.31
2024-06-07,JP,35542,422,334,778,No Event,baseline,1.0,1118,13377.18
2024-06-07,GLOBAL_WEST,67724,1271,545,1767,No Event,baseline,1.0,2051,16816.06
2024-06-08,KR,41298,480,432,950,No Event,baseline,1.0,1240,10952.1
2024-06-08,JP,35527,412,296,702,No Event,baseline,1.0,1070,12127.44
2024-06-08,GLOBAL_WEST,67990,1189,509,1572,No Event,baseline,1.0,2141,22095.47
2024-06-09,KR,41270,444,441,966,No Event,baseline,1.0,1290,13717.99
2024-06-09,JP,35611,385,271,710,No Event,baseline,1.0,1079,11792.81
2024-06-09,GLOBAL_WEST,67898,1210,484,1860,No Event,baseline,1.0,2086,17527.78
2024-06-10,KR,41177,479,368,919,No Event,baseline,1.0,1269,14910.13
2024-06-10,JP,35665,435,295,724,No Event,baseline,1.0,1026,11752.42
2024-06-10,GLOBAL_WEST,67847,1155,462,1747,No Event,baseline,1.0,2066,17412.02
2024-06-11,KR,41117,466,409,999,No Event,baseline,1.0,1255,11596.97
2024-06-11,JP,35482,341,280,754,No Event,baseline,1.0,1058,12744.96
2024-06-11,GLOBAL_WEST,67616,1199,481,1884,No Event,baseline,1.0,2019,17841.5
2024-06-12,KR,41179,454,412,932,No Event,baseline,1.0,1280,9513.21
2024-06-12,JP,35470,396,321,613,No Event,baseline,1.0,1122,15398.35
2024-06-12,GLOBAL_WEST,67543,1196,503,1583,No Event,baseline,1.0,2072,15562.31
2024-06-13,KR,40949,495,390,954,No Event,baseline,1.0,1252,13014.47
2024-06-13,JP,35531,403,319,674,No Event,baseline,1.0,1123,13233.49
2024-06-13,GLOBAL_WEST,67294,1125,474,1687,No Event,baseline,1.0,2068,18317.72
2024-06-14,KR,40838,517,371,956,No Event,baseline,1.0,1200,9437.3
2024-06-14,JP,35516,395,304,715,No Event,baseline,1.0,1087,11661.95
2024-06-14,GLOBAL_WEST,67038,1103,526,1766,No Event,baseline,1.0,2052,17129.78
2024-06-15,KR,40732,511,401,934,No Event,baseline,1.0,1187,9793.45
2024-06-15,JP,35642,440,313,708,No Event,baseline,1.0,1054,13411.15
2024-06-15,GLOBAL_WEST,66971,1141,503,1671,No Event,baseline,1.0,2025,17568.02
2024-06-16,KR,40719,481,397,869,No Event,baseline,1.0,1273,11607.07
2024-06-16,JP,35563,423,275,772,No Event,baseline,1.0,1125,13231.95
2024-06-16,GLOBAL_WEST,66882,1115,470,1657,No Event,baseline,1.0,2002,14927.11
2024-06-17,KR,40633,470,343,860,No Event,baseline,1.0,1171,11623.23
2024-06-17,JP,35785,376,308,648,No Event,baseline,1.0,1074,12154.18
2024-06-17,GLOBAL_WEST,66670,1114,472,1476,No Event,baseline,1.0,2008,13056.42
2024-06-18,KR,40833,483,427,891,No Event,baseline,1.0,1261,12810.81
2024-06-18,JP,35663,378,291,764,No Event,baseline,1.0,1072,10325.62
2024-06-18,GLOBAL_WEST,66541,1158,513,1673,No Event,baseline,1.0,2100,15546.88
2024-06-19,KR,40652,494,392,958,No Event,baseline,1.0,1217,10354.76
2024-06-19,JP,35538,404,251,719,No Event,baseline,1.0,1083,11778.05
2024-06-19,GLOBAL_WEST,66534,1158,446,1724,No Event,baseline,1.0,2057,19369.54
2024-06-20,KR,40391,449,411,952,No Event,baseline,1.0,1241,10230.28
2024-06-20,JP,35268,380,275,748,No Event,baseline,1.0,1106,10907.0
2024-06-20,GLOBAL_WEST,66677,1155,473,1789,No Event,baseline,1.0,1996,16633.68
2024-06-21,KR,40402,501,367,903,No Event,baseline,1.0,1189,9816.56
2024-06-21,JP,35147,384,260,718,No Event,baseline,1.0,1087,13428.09
2024-06-21,GLOBAL_WEST,66580,1117,526,1754,No Event,baseline,1.0,2052,16432.53
2024-06-22,KR,40485,520,408,918,No Event,baseline,1.0,1264,11426.26
2024-06-22,JP,35133,420,325,716,No Event,baseline,1.0,1054,9400.92
2024-06-22,GLOBAL_WEST,66708,1109,500,1676,No Event,baseline,1.0,1974,17417.34
2024-06-23,KR,40498,546,424,933,No Event,baseline,1.0,1190,13951.61
2024-06-23,JP,35022,418,307,653,No Event,baseline,1.0,1048,9206.18
2024-06-23,GLOBAL_WEST,66422,1076,485,1598,No Event,baseline,1.0,2019,19506.9
2024-06-24,KR,40396,465,375,980,No Event,baseline,1.0,1233,14520.6
2024-06-24,JP,35187,408,276,641,No Event,baseline,1.0,1114,9200.59
2024-06-24,GLOBAL_WEST,66485,1062,461,1625,No Event,baseline,1.0,2080,14710.83
2024-06-25,KR,40227,475,349,921,No Event,baseline,1.0,1210,12929.91
2024-06-25,JP,35203,448,272,678,No Event,baseline,1.0,1048,10068.67
2024-06-25,GLOBAL_WEST,66688,1023,489,1595,No Event,baseline,1.0,2060,17214.32
2024-06-26,KR,40587,669,649,802,Half-Anniversary Raid,milestone,1.0,1443,28049.41
2024-06-26,JP,35450,494,397,709,Half-Anniversary Raid,milestone,1.0,1270,27808.46
2024-06-26,GLOBAL_WEST,67894,1598,847,1353,Half-Anniversary Raid,milestone,1.0,2330,45102.18
2024-06-27,KR,41123,662,600,812,Half-Anniversary Raid,milestone,1.0,1498,26978.03
2024-06-27,JP,35528,471,357,706,Half-Anniversary Raid,milestone,1.0,1300,26721.11
2024-06-27,GLOBAL_WEST,68936,1517,873,1347,Half-Anniversary Raid,milestone,1.0,2459,41843.5
2024-06-28,KR,41598,622,654,878,Half-Anniversary Raid,milestone,1.0,1446,25171.23
2024-06-28,JP,35631,494,418,723,Half-Anniversary Raid,milestone,1.0,1256,24767.32
2024-06-28,GLOBAL_WEST,69838,1509,868,1536,Half-Anniversary Raid,milestone,1.0,2477,39844.3
2024-06-29,KR,41946,628,658,835,Half-Anniversary Raid,milestone,1.0,1496,29364.87
2024-06-29,JP,35913,501,383,696,Half-Anniversary Raid,milestone,1.0,1311,24087.02
2024-06-29,GLOBAL_WEST,70741,1500,862,1493,Half-Anniversary Raid,milestone,1.0,2413,39790.35
2024-06-30,KR,42392,727,656,934,Half-Anniversary Raid,milestone,1.0,1498,24514.54
2024-06-30,JP,36170,481,403,693,Half-Anniversary Raid,milestone,1.0,1271,26276.43
2024-06-30,GLOBAL_WEST,71396,1513,928,1578,Half-Anniversary Raid,milestone,1.0,2488,35556.69
2024-07-01,KR,42762,727,672,904,Half-Anniversary Raid,milestone,1.0,1507,26925.93
2024-07-01,JP,36441,547,373,705,Half-Anniversary Raid,milestone,1.0,1277,24952.58
2024-07-01,GLOBAL_WEST,72225,1513,867,1423,Half-Anniversary Raid,milestone,1.0,2602,43869.88
2024-07-02,KR,42933,695,605,953,Half-Anniversary Raid,milestone,1.0,1500,27527.86
2024-07-02,JP,36610,441,374,645,Half-Anniversary Raid,milestone,1.0,1264,24789.49
2024-07-02,GLOBAL_WEST,72914,1507,846,1614,Half-Anniversary Raid,milestone,1.0,2593,44464.58
2024-07-03,KR,43395,718,681,931,Half-Anniversary Raid | KR Summer Check-In,milestone | regional,1.0,1565,30831.03
2024-07-03,JP,36981,507,440,710,Half-Anniversary Raid | JP Star Festival,milestone | regional,1.0,1350,28204.93
2024-07-03,GLOBAL_WEST,73737,1602,994,1388,Half-Anniversary Raid | Global West Summer Celebration,milestone | regional,1.0,2665,51093.72
2024-07-04,KR,43665,768,682,993,Half-Anniversary Raid | KR Summer Check-In,milestone | regional,1.0,1546,28628.76
2024-07-04,JP,37440,589,422,670,Half-Anniversary Raid | JP Star Festival,milestone | regional,1.0,1323,24693.6
2024-07-04,GLOBAL_WEST,74646,1600,976,1611,Half-Anniversary Raid | Global West Summer Celebration,milestone | regional,1.0,2735,47123.07
2024-07-05,KR,44150,660,751,925,Half-Anniversary Raid | KR Summer Check-In,milestone | regional,1.0,1601,28629.21
2024-07-05,JP,37803,554,438,689,Half-Anniversary Raid | JP Star Festival,milestone | regional,1.0,1390,30032.0
2024-07-05,GLOBAL_WEST,75524,1549,1068,1670,Half-Anniversary Raid | Global West Summer Celebration,milestone | regional,1.0,2642,42552.58
2024-07-06,KR,44666,729,766,979,Half-Anniversary Raid | KR Summer Check-In,milestone | regional,1.0,1560,31211.58
2024-07-06,JP,38077,484,485,718,Half-Anniversary Raid | JP Star Festival,milestone | regional,1.0,1355,28623.83
2024-07-06,GLOBAL_WEST,76502,1525,1071,1570,Half-Anniversary Raid | Global West Summer Celebration,milestone | regional,1.0,2766,46364.46
2024-07-07,KR,45026,717,768,894,Half-Anniversary Raid | KR Summer Check-In,milestone | regional,1.0,1610,32256.1
2024-07-07,JP,38371,491,489,718,Half-Anniversary Raid | JP Star Festival,milestone | regional,1.0,1431,28766.2
2024-07-07,GLOBAL_WEST,77595,1550,1060,1635,Half-Anniversary Raid | Global West Summer Celebration,milestone | regional,1.0,2809,53622.06
2024-07-08,KR,45399,723,667,956,Half-Anniversary Raid,milestone,1.0,1689,26416.37
2024-07-08,JP,38573,527,425,778,Half-Anniversary Raid,milestone,1.0,1367,27999.69
2024-07-08,GLOBAL_WEST,78267,1448,924,1706,Half-Anniversary Raid,milestone,1.0,2780,51462.44
2024-07-09,KR,45806,718,650,918,Half-Anniversary Raid,milestone,1.0,1606,32262.63
2024-07-09,JP,38805,482,406,693,Half-Anniversary Raid,milestone,1.0,1417,30731.5
2024-07-09,GLOBAL_WEST,78803,1372,900,1747,Half-Anniversary Raid,milestone,1.0,2876,46710.57
2024-07-10,KR,45244,512,411,1251,No Event,baseline,1.0,1413,14048.08
2024-07-10,JP,38583,383,301,794,No Event,baseline,1.0,1214,14240.18
2024-07-10,GLOBAL_WEST,78479,976,513,1851,No Event,baseline,1.0,2256,19111.15
2024-07-11,KR,44905,464,392,1072,No Event,baseline,1.0,1361,13556.0
2024-07-11,JP,38339,361,329,842,No Event,baseline,1.0,1119,12225.72
2024-07-11,GLOBAL_WEST,77982,981,493,2047,No Event,baseline,1.0,2430,22226.56
2024-07-12,KR,44741,497,386,1042,No Event,baseline,1.0,1340,12895.27
2024-07-12,JP,38349,387,323,787,No Event,baseline,1.0,1129,11393.66
2024-07-12,GLOBAL_WEST,77723,913,558,1768,No Event,baseline,1.0,2445,18295.9
2024-07-13,KR,44898,584,413,986,No Event,baseline,1.0,1338,14891.77
2024-07-13,JP,38395,378,263,651,No Event,baseline,1.0,1137,10272.03
2024-07-13,GLOBAL_WEST,77350,1006,593,1923,No Event,baseline,1.0,2469,21792.58
2024-07-14,KR,44831,527,391,1016,No Event,baseline,1.0,1312,11476.54
2024-07-14,JP,38319,399,348,792,No Event,baseline,1.0,1215,11337.59
2024-07-14,GLOBAL_WEST,76601,938,577,2241,No Event,baseline,1.0,2389,21699.22
2024-07-15,KR,44827,511,392,943,No Event,baseline,1.0,1286,14766.4
2024-07-15,JP,38294,411,334,772,No Event,baseline,1.0,1161,12248.96
2024-07-15,GLOBAL_WEST,76233,974,520,1898,No Event,baseline,1.0,2417,18451.49
2024-07-16,KR,44604,565,378,1110,No Event,baseline,1.0,1333,15165.29
2024-07-16,JP,38218,395,249,723,No Event,baseline,1.0,1239,15287.54
2024-07-16,GLOBAL_WEST,75655,901,486,2112,No Event,baseline,1.0,2362,19931.71
2024-07-17,KR,44358,535,417,1031,No Event,baseline,1.0,1323,13426.85
2024-07-17,JP,38128,346,293,774,No Event,baseline,1.0,1159,11598.59
2024-07-17,GLOBAL_WEST,74981,925,488,2004,No Event,baseline,1.0,2264,18737.99
2024-07-18,KR,44052,501,399,1101,No Event,baseline,1.0,1324,12837.95
2024-07-18,JP,37974,384,315,754,No Event,baseline,1.0,1157,12831.19
2024-07-18,GLOBAL_WEST,74535,890,525,1914,No Event,baseline,1.0,2217,16727.81
2024-07-19,KR,43883,524,380,1022,No Event,baseline,1.0,1347,14589.98
2024-07-19,JP,37820,426,330,829,No Event,baseline,1.0,1096,9460.01
2024-07-19,GLOBAL_WEST,74035,865,521,1807,No Event,baseline,1.0,2220,19801.58
2024-07-20,KR,43878,531,399,936,No Event,baseline,1.0,1386,12801.87
2024-07-20,JP,37839,416,309,722,No Event,baseline,1.0,1187,15582.2
2024-07-20,GLOBAL_WEST,73934,867,566,1874,No Event,baseline,1.0,2220,21520.02
2024-07-21,KR,43824,524,441,1104,No Event,baseline,1.0,1378,12854.82
2024-07-21,JP,37802,465,328,807,No Event,baseline,1.0,1118,12760.61
2024-07-21,GLOBAL_WEST,73311,925,526,2041,No Event,baseline,1.0,2261,23175.71
2024-07-22,KR,43810,471,391,979,No Event,baseline,1.0,1346,12368.36
2024-07-22,JP,37823,387,335,781,No Event,baseline,1.0,1213,13430.12
2024-07-22,GLOBAL_WEST,72530,891,468,1841,No Event,baseline,1.0,2204,18459.42
2024-07-23,KR,43528,572,362,1074,No Event,baseline,1.0,1280,12018.95
2024-07-23,JP,37578,342,299,771,No Event,baseline,1.0,1081,13336.93
2024-07-23,GLOBAL_WEST,72060,898,499,1876,No Event,baseline,1.0,2210,22118.3
2024-07-24,KR,43370,499,374,1004,No Event,baseline,1.0,1315,10831.78
2024-07-24,JP,37730,379,340,723,No Event,baseline,1.0,1170,11992.29
2024-07-24,GLOBAL_WEST,71576,898,471,1811,No Event,baseline,1.0,2098,14269.74
2024-07-25,KR,43361,518,371,930,No Event,baseline,1.0,1271,9487.82
2024-07-25,JP,37815,363,313,628,No Event,baseline,1.0,1105,12481.29
2024-07-25,GLOBAL_WEST,71368,922,518,1787,No Event,baseline,1.0,2221,18889.98
2024-07-26,KR,43186,509,399,945,No Event,baseline,1.0,1347,12261.22
2024-07-26,JP,37703,329,304,702,No Event,baseline,1.0,1112,12114.33
2024-07-26,GLOBAL_WEST,70839,915,536,1823,No Event,baseline,1.0,2160,17841.58
2024-07-27,KR,43179,526,401,1026,No Event,baseline,1.0,1333,14748.43
2024-07-27,JP,37682,353,306,739,No Event,baseline,1.0,1118,13981.41
2024-07-27,GLOBAL_WEST,70591,910,476,1725,No Event,baseline,1.0,2182,21165.99
2024-07-28,KR,43054,517,404,999,No Event,baseline,1.0,1239,11955.53
2024-07-28,JP,37467,375,341,812,No Event,baseline,1.0,1153,13119.57
2024-07-28,GLOBAL_WEST,70015,921,530,1948,No Event,baseline,1.0,2022,17343.17
2024-07-29,KR,42806,497,398,1059,No Event,baseline,1.0,1317,12224.18
2024-07-29,JP,37604,389,297,673,No Event,baseline,1.0,1158,15042.1
2024-07-29,GLOBAL_WEST,69634,908,511,1704,No Event,baseline,1.0,2178,16555.65
2024-07-30,KR,42503,521,380,1078,No Event,baseline,1.0,1322,14598.56
2024-07-30,JP,37516,349,289,686,No Event,baseline,1.0,1163,11731.97
2024-07-30,GLOBAL_WEST,69258,930,514,1877,No Event,baseline,1.0,2036,19508.94
2024-07-31,KR,42304,532,354,985,No Event,baseline,1.0,1240,13879.38
2024-07-31,JP,37376,347,284,753,No Event,baseline,1.0,1163,13484.2
2024-07-31,GLOBAL_WEST,68974,896,510,1665,No Event,baseline,1.0,1979,14370.81
2024-08-01,KR,42350,459,451,950,No Event,baseline,1.0,1320,15653.68
